acc	p_1	f_1	r_1
0.9809732278161306	0.9075425790754258	0.868451688009313	0.8325892857142857
0.974977817213842	0.8644444444444445	0.8465723612622416	0.8294243070362474
0.9739441416893733	0.8433476394849786	0.8370607028753994	0.8308668076109936
0.9798428425008541	0.8837719298245614	0.8722943722943723	0.8611111111111112
0.979851362510322	0.8779443254817987	0.8704883227176221	0.8631578947368421
