acc	p_1	f_1	r_1
0.9833635031462805	0.8973913043478261	0.8424489795918367	0.7938461538461539
0.9825015084906473	0.8983957219251337	0.8323699421965318	0.7753846153846153
0.982415309025084	0.8926056338028169	0.832512315270936	0.78
0.9827601068873373	0.907608695652174	0.8336106489184693	0.7707692307692308
0.9822429100939574	0.8867595818815331	0.8316993464052287	0.7830769230769231
